resume_text,category
"Web Developer Intern with 0 years of experience. Education: B.Tech in Mechanical Engineering. Skills: React, Git, MongoDB, Express.js, Redux, JavaScript. Experience: integrated third-party APIs; implemented UI components; optimized page load speed. Looking for opportunities as a web developer intern to apply skills in React, Git, MongoDB.",Web Developer
"Mechanical Intern with 5 years of experience. Education: M.Tech in Data Science. Skills: quality control, GD&T, AutoCAD, finite element analysis, manufacturing processes, thermodynamics. Experience: reduced material waste; supervised production lines; designed mechanical components. Looking for opportunities as a mechanical intern to apply skills in quality control, GD&T, AutoCAD.",Mechanical Engineer
"Business Analyst Intern with 5 years of experience. Education: B.Sc in Computer Science. Skills: JIRA, requirements gathering, Power BI, stakeholder management, business process modeling, SWOT analysis. Experience: gathered business requirements; presented insights to stakeholders; analyzed KPIs. Looking for opportunities as a business analyst intern to apply skills in JIRA, requirements gathering, Power BI.",Business Analyst
"Data Scientist with 3 years of experience. Education: Diploma in Engineering. Skills: deep learning, feature engineering, statistics, machine learning, scikit-learn, data visualization. Experience: ran statistical experiments; trained classification models; built predictive models. Looking for opportunities as a data scientist to apply skills in deep learning, feature engineering, statistics.",Data Scientist
"Talent Acquisition Specialist with 2 years of experience. Education: MBA. Skills: training and development, performance management, onboarding, labor law, conflict resolution, recruitment. Experience: managed end-to-end recruitment; conducted employee onboarding; organized training programs. Looking for opportunities as a talent acquisition specialist to apply skills in training and development, performance management, onboarding.",HR
"Social Media Manager with 2 years of experience. Education: M.Tech in Data Science. Skills: SEO, Google Analytics, social media marketing, market research, email campaigns, brand strategy. Experience: grew social media following; increased organic traffic; ran paid ad campaigns. Looking for opportunities as a social media manager to apply skills in SEO, Google Analytics, social media marketing.",Marketing
"Cloud Engineer with 2 years of experience. Education: B.Tech in Mechanical Engineering. Skills: AWS, CI/CD, Terraform, monitoring, Linux, Docker. Experience: reduced deployment time; set up monitoring and alerting; managed Kubernetes clusters. Looking for opportunities as a cloud engineer to apply skills in AWS, CI/CD, Terraform.",DevOps Engineer
"Full Stack Developer with 3 years of experience. Education: M.Tech in Data Science. Skills: REST APIs, Git, MongoDB, TypeScript, CSS, Node.js. Experience: fixed cross-browser bugs; optimized page load speed; built responsive websites. Looking for opportunities as a full stack developer to apply skills in REST APIs, Git, MongoDB.",Web Developer
"Talent Acquisition Specialist with 5 years of experience. Education: M.Tech in Data Science. Skills: performance management, employee engagement, talent acquisition, payroll, HRIS, onboarding. Experience: resolved workplace conflicts; handled payroll processing; managed end-to-end recruitment. Looking for opportunities as a talent acquisition specialist to apply skills in performance management, employee engagement, talent acquisition.",HR
"Marketing Intern with 3 years of experience. Education: B.Tech in Computer Engineering. Skills: SEO, copywriting, market research, brand strategy, social media marketing, Google Ads. Experience: ran paid ad campaigns; grew social media following; wrote marketing copy. Looking for opportunities as a marketing intern to apply skills in SEO, copywriting, market research.",Marketing
"Talent Acquisition Specialist with 0 years of experience. Education: MBA. Skills: labor law, HRIS, talent acquisition, training and development, recruitment, employee engagement. Experience: resolved workplace conflicts; managed end-to-end recruitment; conducted employee onboarding. Looking for opportunities as a talent acquisition specialist to apply skills in labor law, HRIS, talent acquisition.",HR
"Manufacturing Engineer with 1 years of experience. Education: B.Tech in Computer Engineering. Skills: GD&T, CNC machining, CATIA, quality control, finite element analysis, manufacturing processes. Experience: designed mechanical components; performed stress analysis; supervised production lines. Looking for opportunities as a manufacturing engineer to apply skills in GD&T, CNC machining, CATIA.",Mechanical Engineer
"Data Analyst with 1 years of experience. Education: MBA. Skills: Python, scikit-learn, pandas, NLP, SQL, Tableau. Experience: ran statistical experiments; analyzed large datasets; trained classification models. Looking for opportunities as a data analyst to apply skills in Python, scikit-learn, pandas.",Data Scientist
"Business Analyst Intern with 5 years of experience. Education: B.Tech in Mechanical Engineering. Skills: Power BI, business process modeling, process improvement, stakeholder management, SQL, JIRA. Experience: presented insights to stakeholders; coordinated with cross-functional teams; gathered business requirements. Looking for opportunities as a business analyst intern to apply skills in Power BI, business process modeling, process improvement.",Business Analyst
"Full Stack Developer with 5 years of experience. Education: B.Tech in Computer Engineering. Skills: React, Express.js, REST APIs, responsive design, MongoDB, JavaScript. Experience: implemented UI components; optimized page load speed; built responsive websites. Looking for opportunities as a full stack developer to apply skills in React, Express.js, REST APIs.",Web Developer
"Sales Executive with 3 years of experience. Education: B.Tech in Mechanical Engineering. Skills: Salesforce, cold calling, CRM, client relationship management, lead generation, target achievement. Experience: generated new leads; managed key accounts; built client relationships. Looking for opportunities as a sales executive to apply skills in Salesforce, cold calling, CRM.",Sales
"SDE Intern with 3 years of experience. Education: B.Tech in Computer Engineering. Skills: OOP, Algorithms, system design, multithreading, Java, Data Structures. Experience: designed scalable systems; debugged production issues; optimized algorithms. Looking for opportunities as a sde intern to apply skills in OOP, Algorithms, system design.",Software Engineer
"Backend Engineer with 1 years of experience. Education: MBA. Skills: OOP, Git, Docker, multithreading, system design, Data Structures. Experience: debugged production issues; wrote unit tests; optimized algorithms. Looking for opportunities as a backend engineer to apply skills in OOP, Git, Docker.",Software Engineer
"ML Intern with 4 years of experience. Education: M.Tech in Data Science. Skills: TensorFlow, SQL, Tableau, Python, Power BI, scikit-learn. Experience: cleaned and preprocessed data; analyzed large datasets; built predictive models. Looking for opportunities as a ml intern to apply skills in TensorFlow, SQL, Tableau.",Data Scientist
"Backend Engineer with 0 years of experience. Education: MBA. Skills: Docker, OOP, Java, Data Structures, Algorithms, Kubernetes. Experience: wrote unit tests; debugged production issues; reviewed pull requests. Looking for opportunities as a backend engineer to apply skills in Docker, OOP, Java.",Software Engineer
"Mechanical Intern with 4 years of experience. Education: Diploma in Engineering. Skills: AutoCAD, manufacturing processes, CATIA, CNC machining, finite element analysis, quality control. Experience: designed mechanical components; performed stress analysis; supervised production lines. Looking for opportunities as a mechanical intern to apply skills in AutoCAD, manufacturing processes, CATIA.",Mechanical Engineer
"Talent Acquisition Specialist with 4 years of experience. Education: M.Tech in Data Science. Skills: payroll, training and development, employee engagement, onboarding, recruitment, labor law. Experience: managed end-to-end recruitment; resolved workplace conflicts; handled payroll processing. Looking for opportunities as a talent acquisition specialist to apply skills in payroll, training and development, employee engagement.",HR
"Software Engineer with 0 years of experience. Education: Diploma in Engineering. Skills: multithreading, system design, Git, OOP, Java, Algorithms. Experience: designed scalable systems; wrote unit tests; debugged production issues. Looking for opportunities as a software engineer to apply skills in multithreading, system design, Git.",Software Engineer
"SDE Intern with 0 years of experience. Education: M.Tech in Data Science. Skills: system design, C++, Docker, OOP, Python, Git. Experience: debugged production issues; designed scalable systems; optimized algorithms. Looking for opportunities as a sde intern to apply skills in system design, C++, Docker.",Software Engineer
"Digital Marketing Executive with 4 years of experience. Education: M.Tech in Data Science. Skills: social media marketing, copywriting, market research, Google Ads, SEO, content marketing. Experience: increased organic traffic; ran paid ad campaigns; wrote marketing copy. Looking for opportunities as a digital marketing executive to apply skills in social media marketing, copywriting, market research.",Marketing
"Business Development Associate with 2 years of experience. Education: B.Tech in Computer Engineering. Skills: negotiation, market research, client relationship management, target achievement, Salesforce, cold calling. Experience: generated new leads; exceeded quarterly sales targets; negotiated contracts. Looking for opportunities as a business development associate to apply skills in negotiation, market research, client relationship management.",Sales
"Social Media Manager with 5 years of experience. Education: Diploma in Engineering. Skills: SEO, market research, Google Ads, email campaigns, content marketing, Google Analytics. Experience: grew social media following; increased organic traffic; ran paid ad campaigns. Looking for opportunities as a social media manager to apply skills in SEO, market research, Google Ads.",Marketing
"Business Analyst Intern with 0 years of experience. Education: B.Tech in Computer Engineering. Skills: process improvement, business process modeling, Excel, JIRA, stakeholder management, SWOT analysis. Experience: created process flow diagrams; coordinated with cross-functional teams; presented insights to stakeholders. Looking for opportunities as a business analyst intern to apply skills in process improvement, business process modeling, Excel.",Business Analyst
"Java Developer with 3 years of experience. Education: M.Tech in Data Science. Skills: multithreading, MySQL, Kafka, Microservices, Java, Hibernate. Experience: resolved production bugs; optimized database queries; implemented microservices. Looking for opportunities as a java developer to apply skills in multithreading, MySQL, Kafka.",Java Developer
"Software Engineer with 1 years of experience. Education: Diploma in Engineering. Skills: Git, multithreading, Kubernetes, Java, system design, Python. Experience: wrote unit tests; designed scalable systems; reviewed pull requests. Looking for opportunities as a software engineer to apply skills in Git, multithreading, Kubernetes.",Software Engineer
"Mechanical Intern with 1 years of experience. Education: MBA. Skills: GD&T, CNC machining, finite element analysis, CATIA, quality control, SolidWorks. Experience: supervised production lines; created CAD models; designed mechanical components. Looking for opportunities as a mechanical intern to apply skills in GD&T, CNC machining, finite element analysis.",Mechanical Engineer
"Social Media Manager with 5 years of experience. Education: MBA. Skills: Google Analytics, content marketing, Google Ads, copywriting, SEO, email campaigns. Experience: wrote marketing copy; ran paid ad campaigns; analyzed campaign performance. Looking for opportunities as a social media manager to apply skills in Google Analytics, content marketing, Google Ads.",Marketing
"SDE Intern with 4 years of experience. Education: B.Sc in Computer Science. Skills: Algorithms, Docker, Java, OOP, Kubernetes, Git. Experience: optimized algorithms; wrote unit tests; designed scalable systems. Looking for opportunities as a sde intern to apply skills in Algorithms, Docker, Java.",Software Engineer
"Java Intern with 3 years of experience. Education: B.Tech in Computer Engineering. Skills: multithreading, Maven, Spring Boot, Java, Microservices, Hibernate. Experience: resolved production bugs; implemented microservices; optimized database queries. Looking for opportunities as a java intern to apply skills in multithreading, Maven, Spring Boot.",Java Developer
"DevOps Intern with 0 years of experience. Education: M.Tech in Data Science. Skills: Kubernetes, CI/CD, AWS, Jenkins, Linux, Docker. Experience: built CI/CD pipelines; managed Kubernetes clusters; set up monitoring and alerting. Looking for opportunities as a devops intern to apply skills in Kubernetes, CI/CD, AWS.",DevOps Engineer
"DevOps Intern with 0 years of experience. Education: B.Tech in Computer Engineering. Skills: Kubernetes, Terraform, shell scripting, Linux, AWS, CI/CD. Experience: managed Kubernetes clusters; automated infrastructure with Terraform; set up monitoring and alerting. Looking for opportunities as a devops intern to apply skills in Kubernetes, Terraform, shell scripting.",DevOps Engineer
"Marketing Intern with 3 years of experience. Education: B.E. in Information Technology. Skills: brand strategy, SEO, Google Ads, copywriting, market research, social media marketing. Experience: increased organic traffic; ran paid ad campaigns; analyzed campaign performance. Looking for opportunities as a marketing intern to apply skills in brand strategy, SEO, Google Ads.",Marketing
"Business Analyst with 3 years of experience. Education: B.Sc in Computer Science. Skills: business process modeling, SQL, Excel, stakeholder management, process improvement, JIRA. Experience: coordinated with cross-functional teams; created process flow diagrams; presented insights to stakeholders. Looking for opportunities as a business analyst to apply skills in business process modeling, SQL, Excel.",Business Analyst
"DevOps Engineer with 0 years of experience. Education: Diploma in Engineering. Skills: AWS, Ansible, monitoring, Docker, Terraform, CI/CD. Experience: managed Kubernetes clusters; automated infrastructure with Terraform; built CI/CD pipelines. Looking for opportunities as a devops engineer to apply skills in AWS, Ansible, monitoring.",DevOps Engineer
"Product Analyst with 4 years of experience. Education: B.Sc in Computer Science. Skills: requirements gathering, stakeholder management, process improvement, SWOT analysis, business process modeling, JIRA. Experience: presented insights to stakeholders; created process flow diagrams; analyzed KPIs. Looking for opportunities as a product analyst to apply skills in requirements gathering, stakeholder management, process improvement.",Business Analyst
"Cloud Engineer with 2 years of experience. Education: B.Tech in Computer Engineering. Skills: Linux, shell scripting, Ansible, CI/CD, monitoring, AWS. Experience: built CI/CD pipelines; automated infrastructure with Terraform; managed Kubernetes clusters. Looking for opportunities as a cloud engineer to apply skills in Linux, shell scripting, Ansible.",DevOps Engineer
"Data Scientist with 1 years of experience. Education: M.Tech in Data Science. Skills: data visualization, scikit-learn, pandas, NLP, statistics, Tableau. Experience: built predictive models; ran statistical experiments; cleaned and preprocessed data. Looking for opportunities as a data scientist to apply skills in data visualization, scikit-learn, pandas.",Data Scientist
"HR Generalist with 5 years of experience. Education: Diploma in Engineering. Skills: HRIS, training and development, employee engagement, labor law, recruitment, talent acquisition. Experience: conducted employee onboarding; handled payroll processing; resolved workplace conflicts. Looking for opportunities as a hr generalist to apply skills in HRIS, training and development, employee engagement.",HR
"Sales Intern with 4 years of experience. Education: Diploma in Engineering. Skills: target achievement, market research, negotiation, cold calling, CRM, Salesforce. Experience: exceeded quarterly sales targets; generated new leads; managed key accounts. Looking for opportunities as a sales intern to apply skills in target achievement, market research, negotiation.",Sales
"Talent Acquisition Specialist with 0 years of experience. Education: B.Tech in Computer Engineering. Skills: labor law, recruitment, talent acquisition, payroll, performance management, conflict resolution. Experience: managed end-to-end recruitment; organized training programs; handled payroll processing. Looking for opportunities as a talent acquisition specialist to apply skills in labor law, recruitment, talent acquisition.",HR
"Business Analyst Intern with 2 years of experience. Education: M.Tech in Data Science. Skills: Power BI, process improvement, business process modeling, stakeholder management, SQL, JIRA. Experience: presented insights to stakeholders; coordinated with cross-functional teams; gathered business requirements. Looking for opportunities as a business analyst intern to apply skills in Power BI, process improvement, business process modeling.",Business Analyst
"Java Intern with 4 years of experience. Education: B.Tech in Mechanical Engineering. Skills: Spring Boot, Maven, Kafka, Microservices, Hibernate, MySQL. Experience: resolved production bugs; wrote JUnit test cases; built REST APIs using Spring Boot. Looking for opportunities as a java intern to apply skills in Spring Boot, Maven, Kafka.",Java Developer
"Java Developer with 0 years of experience. Education: Diploma in Engineering. Skills: Spring Boot, JUnit, Hibernate, Kafka, MySQL, Java. Experience: optimized database queries; implemented microservices; resolved production bugs. Looking for opportunities as a java developer to apply skills in Spring Boot, JUnit, Hibernate.",Java Developer
"SDE Intern with 5 years of experience. Education: B.Tech in Computer Engineering. Skills: unit testing, system design, Algorithms, Java, Git, C++. Experience: reviewed pull requests; built microservices; wrote unit tests. Looking for opportunities as a sde intern to apply skills in unit testing, system design, Algorithms.",Software Engineer
"Cloud Engineer with 3 years of experience. Education: B.Tech in Computer Engineering. Skills: monitoring, Kubernetes, Linux, shell scripting, Ansible, Jenkins. Experience: built CI/CD pipelines; automated infrastructure with Terraform; set up monitoring and alerting. Looking for opportunities as a cloud engineer to apply skills in monitoring, Kubernetes, Linux.",DevOps Engineer
"Cloud Engineer with 1 years of experience. Education: B.Sc in Computer Science. Skills: monitoring, CI/CD, Ansible, Linux, Kubernetes, Jenkins. Experience: automated infrastructure with Terraform; managed Kubernetes clusters; set up monitoring and alerting. Looking for opportunities as a cloud engineer to apply skills in monitoring, CI/CD, Ansible.",DevOps Engineer
"Digital Marketing Executive with 1 years of experience. Education: B.E. in Information Technology. Skills: copywriting, social media marketing, SEO, market research, Google Ads, content marketing. Experience: ran paid ad campaigns; analyzed campaign performance; wrote marketing copy. Looking for opportunities as a digital marketing executive to apply skills in copywriting, social media marketing, SEO.",Marketing
"Full Stack Developer with 4 years of experience. Education: Diploma in Engineering. Skills: Git, Express.js, HTML, TypeScript, React, MongoDB. Experience: built responsive websites; implemented UI components; developed REST APIs. Looking for opportunities as a full stack developer to apply skills in Git, Express.js, HTML.",Web Developer
"Mechanical Intern with 2 years of experience. Education: Diploma in Engineering. Skills: CATIA, quality control, finite element analysis, SolidWorks, manufacturing processes, thermodynamics. Experience: supervised production lines; created CAD models; performed stress analysis. Looking for opportunities as a mechanical intern to apply skills in CATIA, quality control, finite element analysis.",Mechanical Engineer
"Business Analyst Intern with 1 years of experience. Education: MBA. Skills: process improvement, stakeholder management, JIRA, SWOT analysis, business process modeling, Excel. Experience: analyzed KPIs; presented insights to stakeholders; coordinated with cross-functional teams. Looking for opportunities as a business analyst intern to apply skills in process improvement, stakeholder management, JIRA.",Business Analyst
"Data Analyst with 1 years of experience. Education: M.Tech in Data Science. Skills: scikit-learn, Python, NLP, A/B testing, pandas, deep learning. Experience: cleaned and preprocessed data; designed dashboards; built predictive models. Looking for opportunities as a data analyst to apply skills in scikit-learn, Python, NLP.",Data Scientist
"DevOps Engineer with 3 years of experience. Education: M.Tech in Data Science. Skills: Ansible, shell scripting, CI/CD, Terraform, Linux, monitoring. Experience: managed Kubernetes clusters; reduced deployment time; built CI/CD pipelines. Looking for opportunities as a devops engineer to apply skills in Ansible, shell scripting, CI/CD.",DevOps Engineer
"SDE Intern with 1 years of experience. Education: B.Tech in Computer Engineering. Skills: Algorithms, Docker, system design, Kubernetes, OOP, unit testing. Experience: debugged production issues; wrote unit tests; reviewed pull requests. Looking for opportunities as a sde intern to apply skills in Algorithms, Docker, system design.",Software Engineer
"Talent Acquisition Specialist with 5 years of experience. Education: B.Sc in Computer Science. Skills: employee engagement, performance management, training and development, onboarding, talent acquisition, HRIS. Experience: conducted employee onboarding; organized training programs; managed end-to-end recruitment. Looking for opportunities as a talent acquisition specialist to apply skills in employee engagement, performance management, training and development.",HR
"Java Developer with 2 years of experience. Education: B.Sc in Computer Science. Skills: REST APIs, multithreading, Java, Spring Boot, JUnit, Kafka. Experience: built REST APIs using Spring Boot; implemented microservices; wrote JUnit test cases. Looking for opportunities as a java developer to apply skills in REST APIs, multithreading, Java.",Java Developer
"Data Scientist with 1 years of experience. Education: B.Tech in Mechanical Engineering. Skills: deep learning, NLP, TensorFlow, data visualization, SQL, pandas. Experience: built predictive models; designed dashboards; cleaned and preprocessed data. Looking for opportunities as a data scientist to apply skills in deep learning, NLP, TensorFlow.",Data Scientist
"DevOps Engineer with 3 years of experience. Education: B.Tech in Mechanical Engineering. Skills: monitoring, Jenkins, CI/CD, Linux, Docker, Ansible. Experience: automated infrastructure with Terraform; set up monitoring and alerting; built CI/CD pipelines. Looking for opportunities as a devops engineer to apply skills in monitoring, Jenkins, CI/CD.",DevOps Engineer
"HR Generalist with 5 years of experience. Education: M.Tech in Data Science. Skills: conflict resolution, onboarding, HRIS, labor law, talent acquisition, payroll. Experience: resolved workplace conflicts; managed end-to-end recruitment; handled payroll processing. Looking for opportunities as a hr generalist to apply skills in conflict resolution, onboarding, HRIS.",HR
"Backend Developer with 2 years of experience. Education: B.Tech in Computer Engineering. Skills: Hibernate, Maven, Java, REST APIs, multithreading, Spring Boot. Experience: built REST APIs using Spring Boot; wrote JUnit test cases; optimized database queries. Looking for opportunities as a backend developer to apply skills in Hibernate, Maven, Java.",Java Developer
"Cloud Engineer with 0 years of experience. Education: Diploma in Engineering. Skills: Linux, Docker, Jenkins, CI/CD, Terraform, Ansible. Experience: automated infrastructure with Terraform; built CI/CD pipelines; reduced deployment time. Looking for opportunities as a cloud engineer to apply skills in Linux, Docker, Jenkins.",DevOps Engineer
"Backend Engineer with 2 years of experience. Education: B.E. in Information Technology. Skills: OOP, C++, Data Structures, Algorithms, unit testing, Kubernetes. Experience: designed scalable systems; optimized algorithms; wrote unit tests. Looking for opportunities as a backend engineer to apply skills in OOP, C++, Data Structures.",Software Engineer
"Talent Acquisition Specialist with 5 years of experience. Education: Diploma in Engineering. Skills: recruitment, performance management, training and development, payroll, labor law, employee engagement. Experience: resolved workplace conflicts; organized training programs; handled payroll processing. Looking for opportunities as a talent acquisition specialist to apply skills in recruitment, performance management, training and development.",HR
"Backend Engineer with 3 years of experience. Education: B.Sc in Computer Science. Skills: unit testing, system design, Kubernetes, Data Structures, OOP, Algorithms. Experience: wrote unit tests; built microservices; reviewed pull requests. Looking for opportunities as a backend engineer to apply skills in unit testing, system design, Kubernetes.",Software Engineer
"Data Analyst with 5 years of experience. Education: B.Tech in Computer Engineering. Skills: statistics, Power BI, NLP, NumPy, Python, Tableau. Experience: built predictive models; analyzed large datasets; cleaned and preprocessed data. Looking for opportunities as a data analyst to apply skills in statistics, Power BI, NLP.",Data Scientist
"Java Intern with 4 years of experience. Education: B.Tech in Computer Engineering. Skills: Kafka, Maven, JUnit, Microservices, Spring Boot, REST APIs. Experience: implemented microservices; built REST APIs using Spring Boot; optimized database queries. Looking for opportunities as a java intern to apply skills in Kafka, Maven, JUnit.",Java Developer
"Data Scientist with 3 years of experience. Education: B.Tech in Mechanical Engineering. Skills: scikit-learn, Python, A/B testing, feature engineering, statistics, Power BI. Experience: cleaned and preprocessed data; trained classification models; built predictive models. Looking for opportunities as a data scientist to apply skills in scikit-learn, Python, A/B testing.",Data Scientist
"Frontend Developer with 1 years of experience. Education: M.Tech in Data Science. Skills: TypeScript, JavaScript, React, responsive design, Express.js, Redux. Experience: fixed cross-browser bugs; integrated third-party APIs; optimized page load speed. Looking for opportunities as a frontend developer to apply skills in TypeScript, JavaScript, React.",Web Developer
"Business Analyst with 3 years of experience. Education: B.Tech in Mechanical Engineering. Skills: SQL, JIRA, process improvement, requirements gathering, Excel, stakeholder management. Experience: presented insights to stakeholders; created process flow diagrams; coordinated with cross-functional teams. Looking for opportunities as a business analyst to apply skills in SQL, JIRA, process improvement.",Business Analyst
"Data Analyst with 0 years of experience. Education: Diploma in Engineering. Skills: pandas, machine learning, Power BI, A/B testing, data visualization, statistics. Experience: trained classification models; ran statistical experiments; built predictive models. Looking for opportunities as a data analyst to apply skills in pandas, machine learning, Power BI.",Data Scientist
"Frontend Developer with 2 years of experience. Education: Diploma in Engineering. Skills: Express.js, Node.js, React, Redux, TypeScript, REST APIs. Experience: developed REST APIs; optimized page load speed; implemented UI components. Looking for opportunities as a frontend developer to apply skills in Express.js, Node.js, React.",Web Developer
"Sales Intern with 0 years of experience. Education: M.Tech in Data Science. Skills: market research, Salesforce, cold calling, client relationship management, CRM, negotiation. Experience: built client relationships; managed key accounts; negotiated contracts. Looking for opportunities as a sales intern to apply skills in market research, Salesforce, cold calling.",Sales
"Data Scientist with 2 years of experience. Education: Diploma in Engineering. Skills: Power BI, pandas, machine learning, TensorFlow, data visualization, SQL. Experience: analyzed large datasets; trained classification models; ran statistical experiments. Looking for opportunities as a data scientist to apply skills in Power BI, pandas, machine learning.",Data Scientist
"Mechanical Intern with 4 years of experience. Education: B.Tech in Computer Engineering. Skills: quality control, finite element analysis, GD&T, AutoCAD, CATIA, SolidWorks. Experience: reduced material waste; created CAD models; performed stress analysis. Looking for opportunities as a mechanical intern to apply skills in quality control, finite element analysis, GD&T.",Mechanical Engineer
"HR Generalist with 3 years of experience. Education: Diploma in Engineering. Skills: performance management, conflict resolution, recruitment, training and development, talent acquisition, employee engagement. Experience: managed end-to-end recruitment; handled payroll processing; resolved workplace conflicts. Looking for opportunities as a hr generalist to apply skills in performance management, conflict resolution, recruitment.",HR
"Sales Intern with 3 years of experience. Education: MBA. Skills: CRM, cold calling, lead generation, client relationship management, target achievement, negotiation. Experience: managed key accounts; negotiated contracts; built client relationships. Looking for opportunities as a sales intern to apply skills in CRM, cold calling, lead generation.",Sales
"Java Intern with 0 years of experience. Education: M.Tech in Data Science. Skills: Spring Boot, Maven, REST APIs, Kafka, MySQL, multithreading. Experience: resolved production bugs; implemented microservices; optimized database queries. Looking for opportunities as a java intern to apply skills in Spring Boot, Maven, REST APIs.",Java Developer
"Mechanical Intern with 4 years of experience. Education: M.Tech in Data Science. Skills: finite element analysis, CNC machining, CATIA, quality control, manufacturing processes, GD&T. Experience: reduced material waste; performed stress analysis; designed mechanical components. Looking for opportunities as a mechanical intern to apply skills in finite element analysis, CNC machining, CATIA.",Mechanical Engineer
"DevOps Engineer with 3 years of experience. Education: B.Tech in Computer Engineering. Skills: Kubernetes, Ansible, AWS, monitoring, Terraform, Docker. Experience: reduced deployment time; set up monitoring and alerting; automated infrastructure with Terraform. Looking for opportunities as a devops engineer to apply skills in Kubernetes, Ansible, AWS.",DevOps Engineer
"Java Developer with 5 years of experience. Education: B.E. in Information Technology. Skills: JUnit, Java, Microservices, REST APIs, Maven, Hibernate. Experience: optimized database queries; implemented microservices; wrote JUnit test cases. Looking for opportunities as a java developer to apply skills in JUnit, Java, Microservices.",Java Developer
"Marketing Intern with 5 years of experience. Education: B.Sc in Computer Science. Skills: email campaigns, SEO, Google Ads, brand strategy, Google Analytics, content marketing. Experience: analyzed campaign performance; grew social media following; increased organic traffic. Looking for opportunities as a marketing intern to apply skills in email campaigns, SEO, Google Ads.",Marketing
"Social Media Manager with 5 years of experience. Education: B.E. in Information Technology. Skills: content marketing, market research, email campaigns, Google Ads, SEO, Google Analytics. Experience: grew social media following; ran paid ad campaigns; wrote marketing copy. Looking for opportunities as a social media manager to apply skills in content marketing, market research, email campaigns.",Marketing
"Business Development Associate with 0 years of experience. Education: B.E. in Information Technology. Skills: client relationship management, cold calling, market research, lead generation, CRM, negotiation. Experience: generated new leads; exceeded quarterly sales targets; negotiated contracts. Looking for opportunities as a business development associate to apply skills in client relationship management, cold calling, market research.",Sales
"Marketing Intern with 0 years of experience. Education: M.Tech in Data Science. Skills: market research, content marketing, copywriting, email campaigns, Google Ads, social media marketing. Experience: ran paid ad campaigns; analyzed campaign performance; increased organic traffic. Looking for opportunities as a marketing intern to apply skills in market research, content marketing, copywriting.",Marketing
"Business Analyst Intern with 0 years of experience. Education: M.Tech in Data Science. Skills: SWOT analysis, requirements gathering, business process modeling, SQL, Power BI, JIRA. Experience: created process flow diagrams; presented insights to stakeholders; analyzed KPIs. Looking for opportunities as a business analyst intern to apply skills in SWOT analysis, requirements gathering, business process modeling.",Business Analyst
"Full Stack Developer with 4 years of experience. Education: B.Tech in Mechanical Engineering. Skills: Redux, TypeScript, MongoDB, JavaScript, Express.js, CSS. Experience: integrated third-party APIs; fixed cross-browser bugs; built responsive websites. Looking for opportunities as a full stack developer to apply skills in Redux, TypeScript, MongoDB.",Web Developer
"DevOps Intern with 4 years of experience. Education: B.Tech in Mechanical Engineering. Skills: Terraform, Docker, Linux, AWS, shell scripting, Jenkins. Experience: built CI/CD pipelines; set up monitoring and alerting; automated infrastructure with Terraform. Looking for opportunities as a devops intern to apply skills in Terraform, Docker, Linux.",DevOps Engineer
"Business Analyst with 5 years of experience. Education: M.Tech in Data Science. Skills: stakeholder management, Excel, requirements gathering, JIRA, process improvement, SWOT analysis. Experience: coordinated with cross-functional teams; analyzed KPIs; created process flow diagrams. Looking for opportunities as a business analyst to apply skills in stakeholder management, Excel, requirements gathering.",Business Analyst
"Java Developer with 1 years of experience. Education: B.Tech in Computer Engineering. Skills: JUnit, Java, MySQL, Microservices, Spring Boot, multithreading. Experience: implemented microservices; optimized database queries; wrote JUnit test cases. Looking for opportunities as a java developer to apply skills in JUnit, Java, MySQL.",Java Developer
"Backend Developer with 1 years of experience. Education: B.Tech in Computer Engineering. Skills: JUnit, Kafka, MySQL, Hibernate, Spring Boot, Maven. Experience: built REST APIs using Spring Boot; implemented microservices; resolved production bugs. Looking for opportunities as a backend developer to apply skills in JUnit, Kafka, MySQL.",Java Developer
"Sales Intern with 3 years of experience. Education: Diploma in Engineering. Skills: client relationship management, target achievement, CRM, cold calling, market research, Salesforce. Experience: built client relationships; generated new leads; negotiated contracts. Looking for opportunities as a sales intern to apply skills in client relationship management, target achievement, CRM.",Sales
"Sales Intern with 3 years of experience. Education: B.Tech in Computer Engineering. Skills: negotiation, client relationship management, Salesforce, CRM, cold calling, market research. Experience: built client relationships; negotiated contracts; managed key accounts. Looking for opportunities as a sales intern to apply skills in negotiation, client relationship management, Salesforce.",Sales
"Software Engineer with 0 years of experience. Education: B.E. in Information Technology. Skills: Java, Docker, unit testing, Data Structures, Python, OOP. Experience: optimized algorithms; designed scalable systems; reviewed pull requests. Looking for opportunities as a software engineer to apply skills in Java, Docker, unit testing.",Software Engineer
"Java Developer with 0 years of experience. Education: Diploma in Engineering. Skills: MySQL, JUnit, Java, Hibernate, Spring Boot, multithreading. Experience: built REST APIs using Spring Boot; implemented microservices; optimized database queries. Looking for opportunities as a java developer to apply skills in MySQL, JUnit, Java.",Java Developer
"DevOps Intern with 1 years of experience. Education: M.Tech in Data Science. Skills: Kubernetes, Ansible, shell scripting, monitoring, AWS, CI/CD. Experience: automated infrastructure with Terraform; managed Kubernetes clusters; set up monitoring and alerting. Looking for opportunities as a devops intern to apply skills in Kubernetes, Ansible, shell scripting.",DevOps Engineer
